"Docente","Componente Curricular","Turma","Horário","Discentes","Média Geral","Desvio Padrão Geral"
"IVANDSON PRAEIRO DE SOUSA","ECT2307 - FÍSICA EXPERIMENTAL I","11A","3M123 (13/02/2017 - 18/03/2017), 3M123 (01/05/2017 - 01/07/2017)","12","9.88","1.18"
"IVANDSON PRAEIRO DE SOUSA","ECT2403 - FÍSICA EXPERIMENTAL II","08A","7M123 (13/02/2017 - 18/03/2017), 7M123 (01/05/2017 - 01/07/2017)","14","9.58","1.87"
"IVANDSON PRAEIRO DE SOUSA","ECT2403 - FÍSICA EXPERIMENTAL II","09A","7M456 (13/02/2017 - 18/03/2017), 7M456 (01/05/2017 - 01/07/2017)","29","9.8","1.06"
"IVANDSON PRAEIRO DE SOUSA","ECT2403 - FÍSICA EXPERIMENTAL II","10A","7T123 (13/02/2017 - 18/03/2017), 7T123 (01/05/2017 - 01/07/2017)","20","9.96","0.81"
"JACOPO VITI","ECT2102 - VETORES E GEOMETRIA ANALÍTICA","5","36N34 (13/02/2017 - 01/07/2017)","95","9.66","1.57"
"JACOPO VITI","ECT2102 - VETORES E GEOMETRIA ANALÍTICA","6","36N12 (13/02/2017 - 01/07/2017)","88","9.47","1.54"
"JAZIELLI CARVALHO SA","ECT2306 - MEIO AMBIENTE E DESENVOLVIMENTO URBANO","2","35T56 (13/02/2017 - 01/07/2017)","96","9.25","1.65"
"JAZIELLI CARVALHO SA","ECT1569 - TÓPICOS EM PRÁTICAS AMBIENTAIS","1","46M34 (13/02/2017 - 01/07/2017)","39","9.53","1.13"
"JAZIELLI CARVALHO SA","ECT2522 - TÓPICOS ESPECIAIS EM DESENVOLVIMENTO SUSTENTÁVEL","1","35T34 (13/02/2017 - 01/07/2017)","44","9.67","0.99"
"JEFFERSON SOARES DA COSTA","ECT2301 - CÁLCULO III","4","46N12 (13/02/2017 - 01/07/2017)","80","9.37","1.81"
"JOAO RODRIGO SOUZA LEAO","ECT2304 - INTRODUÇÃO À FÍSICA CLÁSSICA II","2","35M34 (13/02/2017 - 01/07/2017)","79","9.15","1.77"
"JOAO RODRIGO SOUZA LEAO","ECT2304 - INTRODUÇÃO À FÍSICA CLÁSSICA II","3","35M56 (13/02/2017 - 01/07/2017)","98","9.5","1.42"
"JOAO VITAL DA CUNHA JUNIOR","ECT2201 - CÁLCULO II","4","46N12 (13/02/2017 - 01/07/2017)","80","9.34","1.69"
"JOAO VITAL DA CUNHA JUNIOR","ECT2201 - CÁLCULO II","5","46N34 (13/02/2017 - 01/07/2017)","37","8.93","2.23"
"JOILSON BATISTA DE ALMEIDA REGO","ECT2401 - COMPUTAÇÃO NUMÉRICA","04B","35N34 (13/02/2017 - 31/03/2017), 7M34 35N34 (01/04/2017 - 01/07/2017)","14","9.05","1.8"
"JOILSON BATISTA DE ALMEIDA REGO","ECT2401 - COMPUTAÇÃO NUMÉRICA","04C","35N34 (13/02/2017 - 31/03/2017), 7M56 35N34 (01/04/2017 - 01/07/2017)","14","9.71","1.69"
"JOILSON BATISTA DE ALMEIDA REGO","ECT2401 - COMPUTAÇÃO NUMÉRICA","04D","35N34 (13/02/2017 - 31/03/2017), 5T56 35N34 (01/04/2017 - 01/07/2017)","13","9.93","1.14"
"JOILSON BATISTA DE ALMEIDA REGO","ECT2401 - COMPUTAÇÃO NUMÉRICA","05A","35N12 (13/02/2017 - 31/03/2017), 7M12 35N12 (01/04/2017 - 01/07/2017)","10","9.95","0.48"
"JOILSON BATISTA DE ALMEIDA REGO","ECT2401 - COMPUTAÇÃO NUMÉRICA","05B","35N12 (13/02/2017 - 31/03/2017), 7M34 35N12 (01/04/2017 - 01/07/2017)","14","9.29","1.55"
"JOILSON BATISTA DE ALMEIDA REGO","ECT2401 - COMPUTAÇÃO NUMÉRICA","05C","35N12 (13/02/2017 - 31/03/2017), 7M56 35N12 (01/04/2017 - 01/07/2017)","13","9.14","1.26"
"JOILSON BATISTA DE ALMEIDA REGO","ECT2401 - COMPUTAÇÃO NUMÉRICA","05D","35N12 (13/02/2017 - 31/03/2017), 5T56 35N12 (01/04/2017 - 01/07/2017)","21","9.23","1.71"
"JORGE CARLOS LOPES BRAS SILVA PEREIRA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","01A","24T12 (13/02/2017 - 19/02/2017), 2M34 24T12 (20/02/2017 - 31/03/2017), 24T12 (01/04/2017 - 01/07/2017)","23","9.8","1.37"
"JORGE CARLOS LOPES BRAS SILVA PEREIRA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","01B","24T12 (13/02/2017 - 19/03/2017), 2M56 24T12 (20/03/2017 - 31/03/2017), 24T12 (01/04/2017 - 01/07/2017)","24","9.87","1.08"
"JORGE CARLOS LOPES BRAS SILVA PEREIRA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","01C","24T12 (13/02/2017 - 19/02/2017), 3M34 24T12 (20/02/2017 - 31/03/2017), 24T12 (01/04/2017 - 01/07/2017)","25","9.83","1.06"
"JORGE CARLOS LOPES BRAS SILVA PEREIRA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","01D","24T12 (13/02/2017 - 19/02/2017), 3M56 24T12 (20/02/2017 - 31/03/2017), 24T12 (01/04/2017 - 01/07/2017)","21","9.25","1.77"
"JORGE CARLOS LOPES BRAS SILVA PEREIRA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","02A","24T34 (13/02/2017 - 19/02/2017), 4M34 24T34 (20/02/2017 - 31/03/2017), 24T34 (01/04/2017 - 01/07/2017)","19","9.76","1.14"
"JORGE CARLOS LOPES BRAS SILVA PEREIRA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","02B","24T34 (13/02/2017 - 19/02/2017), 4M56 24T34 (20/02/2017 - 31/03/2017), 24T34 (01/04/2017 - 01/07/2017)","24","9.82","1.36"
"JORGE CARLOS LOPES BRAS SILVA PEREIRA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","02C","24T34 (13/02/2017 - 19/02/2017), 5M34 24T34 (20/02/2017 - 31/03/2017), 24T34 (01/04/2017 - 01/07/2017)","16","9.68","1.77"
"JORGE CARLOS LOPES BRAS SILVA PEREIRA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","02D","24T34 (13/02/2017 - 19/02/2017), 5M56 24T34 (20/02/2017 - 31/03/2017), 24T34 (01/04/2017 - 01/07/2017)","21","9.86","1.12"
"JORGE CARLOS LOPES BRAS SILVA PEREIRA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","03B","24T56 (13/02/2017 - 19/02/2017), 6M56 24T56 (20/02/2017 - 31/03/2017), 24T56 (01/04/2017 - 01/07/2017)","24","9.64","1.23"
"JORGE CARLOS LOPES BRAS SILVA PEREIRA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","03C","24T56 (13/02/2017 - 19/02/2017), 7M12 24T56 (20/02/2017 - 31/03/2017), 24T56 (01/04/2017 - 01/07/2017)","16","9.91","1.35"
"JORGE CARLOS LOPES BRAS SILVA PEREIRA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","03D","24T56 (13/02/2017 - 19/02/2017), 7M34 24T56 (20/02/2017 - 31/03/2017), 24T56 (01/04/2017 - 01/07/2017)","17","9.87","0.89"
"JORGE CARLOS LOPES BRAS SILVA PEREIRA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","05A","35N34 (13/02/2017 - 19/02/2017), 7M56 35N34 (20/02/2017 - 31/03/2017), 35N34 (01/04/2017 - 01/07/2017)","18","9.79","1.13"
"JORGE CARLOS LOPES BRAS SILVA PEREIRA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","05B","35N34 (13/02/2017 - 19/02/2017), 7T12 35N34 (20/02/2017 - 31/03/2017), 35N34 (01/04/2017 - 01/07/2017)","14","9.46","1.33"
"JORGE CARLOS LOPES BRAS SILVA PEREIRA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","05C","35N34 (13/02/2017 - 19/02/2017), 7T34 35N34 (20/02/2017 - 01/04/2017), 35N34 (02/04/2017 - 01/07/2017)","13","9.63","1.02"
"JOSE ANTONIO GOMES DE ALBUQUERQUE CESAR","ECT2106 - CIÊNCIA, TECNOLOGIA E SOCIEDADE","1","4M34 (13/02/2017 - 01/07/2017)","110","9.66","1.62"
"JOSE ANTONIO GOMES DE ALBUQUERQUE CESAR","ECT2106 - CIÊNCIA, TECNOLOGIA E SOCIEDADE","3","4M12 (13/02/2017 - 01/07/2017)","108","9.47","1.54"
"JOSE ANTONIO GOMES DE ALBUQUERQUE CESAR","ECT2106 - CIÊNCIA, TECNOLOGIA E SOCIEDADE","5","4N12 (13/02/2017 - 01/07/2017)","107","9.55","1.62"
"JOSE ANTONIO GOMES DE ALBUQUERQUE CESAR","ECT2106 - CIÊNCIA, TECNOLOGIA E SOCIEDADE","6","4T56 (13/02/2017 - 01/07/2017)","19","9.47","1.3"
"JOSE ANTONIO GOMES DE ALBUQUERQUE CESAR","ECT2502 - DIMENSÕES FILOSÓFICAS DA TECNOLOGIA MODERNA","1","2M3456 (13/02/2017 - 01/07/2017)","18","9.77","0.96"
"JOSE HENRIQUE FERNANDEZ","CAC1001 - FÍSICA I APLICADA ÀS CIÊNCIAS ATMOSFÉRICAS: MECÂNICA","1","246T12","51","9.78","1.31"
"JOSE JOSEMAR DE OLIVEIRA JUNIOR","ECT2500 - INTRODUÇÃO ÀS ENGENHARIAS","1","2T34 (13/02/2017 - 01/07/2017)","92","9.21","1.55"
"JOSE ROMERITO SILVA","ECT1531 - PRÁTICAS DE LEITURA E ESCRITA DE GÊNEROS DA ESFERA PROFISSIONAL","1","35T56 (13/02/2017 - 02/06/2017)","16","9.8","0.84"
"JOSINALDO MENEZES DA SILVA","ECT2103 - CÁLCULO I","2","2356M34 (25/04/2017 - 01/07/2017)","118","9.72","1.44"
"JOSINALDO MENEZES DA SILVA","ECT2103 - CÁLCULO I","3","2356M56 (25/04/2017 - 01/07/2017)","119","9.83","1.28"
"JOSSANA MARIA DE SOUZA FERREIRA","ECT2414 - ELETRICIDADE APLICADA","01A","24M56 4T12 (13/02/2017 - 31/03/2017), 24M56 (01/04/2017 - 01/07/2017)","23","9.66","1.58"
"JOSSANA MARIA DE SOUZA FERREIRA","ECT2414 - ELETRICIDADE APLICADA","01B","24M56 4T34 (13/02/2017 - 31/03/2017), 24M56 (01/04/2017 - 01/07/2017)","23","9.5","1.39"
"JOSSANA MARIA DE SOUZA FERREIRA","ECT2414 - ELETRICIDADE APLICADA","01C","24M56 5T12 (13/02/2017 - 31/03/2017), 24M56 (01/04/2017 - 25/06/2017)","25","9.54","1.32"
"JOSSANA MARIA DE SOUZA FERREIRA","ECT2414 - ELETRICIDADE APLICADA","01D","24M56 5T34 (13/02/2017 - 31/03/2017), 24M56 (01/04/2017 - 25/06/2017)","24","9.66","1.69"
"JOSSANA MARIA DE SOUZA FERREIRA","ECT2414 - ELETRICIDADE APLICADA","02A","35M34 2T12 (13/02/2017 - 31/03/2017), 35M34 (01/04/2017 - 01/07/2017)","25","9.75","1.41"
"JOSSANA MARIA DE SOUZA FERREIRA","ECT2414 - ELETRICIDADE APLICADA","02B","35M34 2T34 (13/02/2017 - 31/03/2017), 35M34 (01/04/2017 - 01/07/2017)","25","9.61","1.46"
"JOSSANA MARIA DE SOUZA FERREIRA","ECT2414 - ELETRICIDADE APLICADA","02C","35M34 3T12 (13/02/2017 - 31/03/2017), 35M34 (01/04/2017 - 01/07/2017)","25","9.61","1.29"
"JOSSANA MARIA DE SOUZA FERREIRA","ECT2414 - ELETRICIDADE APLICADA","02D","35M34 3T34 (13/02/2017 - 31/03/2017), 35M34 (01/04/2017 - 01/07/2017)","24","9.22","1.57"
"JULIANO MARCOS DA COSTA","ECT2206 - GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO","3","24T34 (13/02/2017 - 01/07/2017)","99","9.11","1.77"
"JULIANO MARCOS DA COSTA","ECT2206 - GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO","4","46N34 (13/02/2017 - 01/07/2017)","79","9.18","1.7"
"JULIANO MARCOS DA COSTA","ECT2206 - GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO","5","46N12 (13/02/2017 - 01/07/2017)","111","8.98","1.67"
"JULIANO MARCOS DA COSTA","ECT2517 - MODELAGEM DE RISCO","1","2T56 6T34 (13/02/2017 - 01/07/2017)","6","9.68","1.04"
"KALINE MELO DE SOUTO VIANA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","01A","24T12 (13/02/2017 - 19/02/2017), 2M34 24T12 (20/02/2017 - 31/03/2017), 24T12 (01/04/2017 - 01/07/2017)","23","9.62","1.56"
"KALINE MELO DE SOUTO VIANA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","01B","24T12 (13/02/2017 - 19/03/2017), 2M56 24T12 (20/03/2017 - 31/03/2017), 24T12 (01/04/2017 - 01/07/2017)","24","9.58","1.63"
"KALINE MELO DE SOUTO VIANA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","01C","24T12 (13/02/2017 - 19/02/2017), 3M34 24T12 (20/02/2017 - 31/03/2017), 24T12 (01/04/2017 - 01/07/2017)","25","9.47","1.33"
"KALINE MELO DE SOUTO VIANA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","01D","24T12 (13/02/2017 - 19/02/2017), 3M56 24T12 (20/02/2017 - 31/03/2017), 24T12 (01/04/2017 - 01/07/2017)","21","9.3","1.88"
"KELLEN CARLA LIMA","ECT2207 - PROBABILIDADE E ESTATÍSTICA","4","46N12 (13/02/2017 - 01/07/2017)","95","9.52","1.53"
"LAURO WANDERLEY MELLER","ECT2305 - PRÁTICA DE LEITURA EM INGLÊS","2","2M34 (13/02/2017 - 01/07/2017)","35","9.63","1.08"
"LAURO WANDERLEY MELLER","ECT2305 - PRÁTICA DE LEITURA EM INGLÊS","4","2N12 (13/02/2017 - 01/07/2017)","93","9.82","1.26"
"LAURO WANDERLEY MELLER","ECT2305 - PRÁTICA DE LEITURA EM INGLÊS","5","2N34 (13/02/2017 - 01/07/2017)","51","9.46","1.33"
"LAURO WANDERLEY MELLER","ECT2305 - PRÁTICA DE LEITURA EM INGLÊS","6","3N12 (13/02/2017 - 01/07/2017)","15","9.85","0.98"
"LAURO WANDERLEY MELLER","ECT2105 - PRÁTICAS DE LEITURA E ESCRITA I","6","4N34 (13/02/2017 - 01/07/2017)","62","9.63","1.57"
"LEANDRO IBIAPINA BEVILAQUA","ECT2102 - VETORES E GEOMETRIA ANALÍTICA","4","36N34 (13/02/2017 - 01/07/2017)","86","9.68","1.44"
"LEANDRO IBIAPINA BEVILAQUA","ECT2102 - VETORES E GEOMETRIA ANALÍTICA","8","36T34 (13/02/2017 - 01/07/2017)","38","9.74","1.72"
"LEONARDO MAFRA BEZERRIL","ECT2301 - CÁLCULO III","1","46M34 (13/02/2017 - 01/07/2017)","82","9.68","1.4"
"LEONARDO MAFRA BEZERRIL","ECT2301 - CÁLCULO III","3","46M12 (13/02/2017 - 01/07/2017)","40","9.39","1.71"
"LILIAN CAVALCANTE DA SILVA","ECT2104 - QUÍMICA GERAL","03A","25M56 2T34 (13/02/2017 - 01/07/2017)","24","9.16","1.56"
"LILIAN CAVALCANTE DA SILVA","ECT2104 - QUÍMICA GERAL","03B","25M56 3T34 (13/02/2017 - 01/07/2017)","21","9.65","1.28"
"LILIAN CAVALCANTE DA SILVA","ECT2104 - QUÍMICA GERAL","03C","25M56 4T34 (13/02/2017 - 01/07/2017)","24","9.65","1.11"
"LILIAN CAVALCANTE DA SILVA","ECT2104 - QUÍMICA GERAL","03D","25M56 5T34 (13/02/2017 - 01/07/2017)","27","9.06","1.67"
"LILIAN CAVALCANTE DA SILVA","ECT2104 - QUÍMICA GERAL","03E","25M56 6T34 (13/02/2017 - 01/07/2017)","21","9.74","0.87"
"LILIAN CAVALCANTE DA SILVA","ECT2104 - QUÍMICA GERAL","06A","4T56 25N34 (13/02/2017 - 01/07/2017)","20","9.88","1.28"
"LILIAN CAVALCANTE DA SILVA","ECT2104 - QUÍMICA GERAL","06B","7M12 25N34 (13/02/2017 - 01/07/2017)","23","9.28","1.93"
"LILIAN CAVALCANTE DA SILVA","ECT2104 - QUÍMICA GERAL","06C","7M34 25N34 (13/02/2017 - 01/07/2017)","19","8.33","1.7"
"LILIAN CAVALCANTE DA SILVA","ECT2104 - QUÍMICA GERAL","06D","7M56 25N34 (13/02/2017 - 01/07/2017)","20","9.32","1.17"
"LILIAN CAVALCANTE DA SILVA","ECT2104 - QUÍMICA GERAL","06E","7T12 25N34 (13/02/2017 - 01/07/2017)","21","9.99","0.84"
"LORENA RAMOS CORREIA CARDOSO","ECT2101 - PRÉ-CÁLCULO","7","2356T12 (13/02/2017 - 24/04/2017)","59","9.8","1.24"
"LORENA RAMOS CORREIA CARDOSO","ECT2101 - PRÉ-CÁLCULO","8","26T34 (13/02/2017 - 01/07/2017)","33","9.44","1.71"
"LUCIANA DE FIGUEIREDO LOPES LUCENA","ECT2306 - MEIO AMBIENTE E DESENVOLVIMENTO URBANO","1","46M56 (13/02/2017 - 01/07/2017)","113","8.5","1.88"
"LUCIANA DE FIGUEIREDO LOPES LUCENA","ECT2306 - MEIO AMBIENTE E DESENVOLVIMENTO URBANO","3","46M34 (13/02/2017 - 01/07/2017)","50","9.26","1.44"
"LUCIO MARASSI DE SOUZA ALMEIDA","ECT2204 - INTRODUÇÃO À FÍSICA CLÁSSICA I","3","35T56 (13/02/2017 - 01/07/2017)","49","8.6","2.04"
"LUCIO MARASSI DE SOUZA ALMEIDA","ECT2204 - INTRODUÇÃO À FÍSICA CLÁSSICA I","4","35N12 (13/02/2017 - 01/07/2017)","46","9.19","2.01"
"MANOEL SILVA DE VASCONCELOS","ECT2402 - INTRODUÇÃO À FÍSICA CLÁSSICA III","1","35T34 (13/02/2017 - 01/07/2017)","9","9.13","1.42"
"MANOEL SILVA DE VASCONCELOS","ECT2402 - INTRODUÇÃO À FÍSICA CLÁSSICA III","4","35N12 (13/02/2017 - 01/07/2017)","11","9.19","1.82"
"MARCELA APARECIDA CUCCI SILVESTRE","ECT2305 - PRÁTICA DE LEITURA EM INGLÊS","1","2M34 (13/02/2017 - 01/07/2017)","67","9.86","1.11"
"MARCELA APARECIDA CUCCI SILVESTRE","ECT2305 - PRÁTICA DE LEITURA EM INGLÊS","3","2M56 (13/02/2017 - 01/07/2017)","114","9.7","1.52"
"MARCELA APARECIDA CUCCI SILVESTRE","ECT2305 - PRÁTICA DE LEITURA EM INGLÊS","6","3N12 (13/02/2017 - 01/07/2017)","15","9.89","0.97"
"MARCELA APARECIDA CUCCI SILVESTRE","ECT2532 - PRÁTICAS DE LEITURA E ESCRITA DE GÊNEROS ACADÊMICOS EM INGLÊS","1","4T3456 (13/02/2017 - 01/07/2017)","19","9.91","1.16"
"MARCELO BORGES NOGUEIRA","ECT2401 - COMPUTAÇÃO NUMÉRICA","06A","35T34 (13/02/2017 - 31/03/2017), 2M34 35T34 (01/04/2017 - 01/07/2017)","10","9.99","1.09"
"MARCELO BORGES NOGUEIRA","ECT2401 - COMPUTAÇÃO NUMÉRICA","06B","35T34 (13/02/2017 - 31/03/2017), 2M34 35T34 (01/04/2017 - 01/07/2017)","7","9.61","0.85"
"MARCELO BORGES NOGUEIRA","ECT2401 - COMPUTAÇÃO NUMÉRICA","06C","35T34 (13/02/2017 - 31/03/2017), 2M56 35T34 (01/04/2017 - 01/07/2017)","21","9.75","1.02"
"MARCELO BORGES NOGUEIRA","ECT2401 - COMPUTAÇÃO NUMÉRICA","06D","35T34 (13/02/2017 - 31/03/2017), 2M56 35T34 (01/04/2017 - 01/07/2017)","21","9.89","1.82"
"MARCELO KIYOSHI KIAN NAKAEMA","ECT2204 - INTRODUÇÃO À FÍSICA CLÁSSICA I","1","35T34 (13/02/2017 - 01/07/2017)","101","9.46","1.62"
"MARCELO KIYOSHI KIAN NAKAEMA","ECT2204 - INTRODUÇÃO À FÍSICA CLÁSSICA I","5","35N34 (13/02/2017 - 01/07/2017)","87","9.47","1.67"
"MARCONI CAMARA RODRIGUES","ECT2401 - COMPUTAÇÃO NUMÉRICA","04B","35N34 (13/02/2017 - 31/03/2017), 7M34 35N34 (01/04/2017 - 01/07/2017)","14","9.9","1.51"
"MARCONI CAMARA RODRIGUES","ECT2401 - COMPUTAÇÃO NUMÉRICA","04C","35N34 (13/02/2017 - 31/03/2017), 7M56 35N34 (01/04/2017 - 01/07/2017)","14","9.49","1.92"
"MARCONI CAMARA RODRIGUES","ECT2401 - COMPUTAÇÃO NUMÉRICA","05A","35N12 (13/02/2017 - 31/03/2017), 7M12 35N12 (01/04/2017 - 01/07/2017)","10","9.16","1.55"
"MARCONI CAMARA RODRIGUES","ECT2401 - COMPUTAÇÃO NUMÉRICA","05B","35N12 (13/02/2017 - 31/03/2017), 7M34 35N12 (01/04/2017 - 01/07/2017)","14","8.61","2.1"
"MARCONI CAMARA RODRIGUES","ECT2401 - COMPUTAÇÃO NUMÉRICA","05C","35N12 (13/02/2017 - 31/03/2017), 7M56 35N12 (01/04/2017 - 01/07/2017)","13","9.04","1.53"
"MARCONI CAMARA RODRIGUES","ECT2523 - PROTOTIPAGEM MECÂNICA RÁPIDA E DE CIRCUITOS","1","46M34 (13/02/2017 - 01/07/2017)","15","9.42","1.05"
"NEEMIAS ALVES DE LIMA","ECT2402 - INTRODUÇÃO À FÍSICA CLÁSSICA III","3","46T56 (13/02/2017 - 01/07/2017)","100","9.72","1.79"
"NEEMIAS ALVES DE LIMA","ECT2402 - INTRODUÇÃO À FÍSICA CLÁSSICA III","5","46N34 (13/02/2017 - 01/07/2017)","38","9.87","1"
"ORIVALDO VIEIRA DE SANTANA JUNIOR","ECT2203 - LÓGICA DE PROGRAMAÇÃO","09A","5M56 35T12 (13/02/2017 - 27/06/2017)","20","9.38","1.3"
"ORIVALDO VIEIRA DE SANTANA JUNIOR","ECT2203 - LÓGICA DE PROGRAMAÇÃO","09B","5M56 35T12 (13/02/2017 - 27/06/2017)","22","9.69","1.62"
"ORIVALDO VIEIRA DE SANTANA JUNIOR","ECT2203 - LÓGICA DE PROGRAMAÇÃO","09C","4M56 35T12 (13/02/2017 - 27/06/2017)","22","9.52","1.39"
"ORIVALDO VIEIRA DE SANTANA JUNIOR","ECT2203 - LÓGICA DE PROGRAMAÇÃO","09D","4M56 35T12 (13/02/2017 - 27/06/2017)","22","9.4","1.59"
"ORIVALDO VIEIRA DE SANTANA JUNIOR","ECT2523 - PROTOTIPAGEM MECÂNICA RÁPIDA E DE CIRCUITOS","1","46M34 (13/02/2017 - 01/07/2017)","15","9.83","0.92"
"PATRICIA KAORI SOARES","ECT2104 - QUÍMICA GERAL","05A","2T56 25N34 (13/02/2017 - 01/07/2017)","10","10","0.6"
"PATRICIA KAORI SOARES","ECT2104 - QUÍMICA GERAL","05B","5T56 25N34 (13/02/2017 - 01/07/2017)","24","9.52","1.12"
"PATRICIA KAORI SOARES","ECT2104 - QUÍMICA GERAL","05C","6T56 25N34 (13/02/2017 - 01/07/2017)","22","9.66","1.83"
"PATRICIA KAORI SOARES","ECT2104 - QUÍMICA GERAL","05D","7T34 25N34 (13/02/2017 - 01/07/2017)","22","9.66","1.35"
"PATRICIA KAORI SOARES","ECT2104 - QUÍMICA GERAL","05E","6T56 25N34 (13/02/2017 - 01/07/2017)","15","9.73","0.63"
"PAULO DANTAS SESION JUNIOR","ECT2103 - CÁLCULO I","1","2356M34 (25/04/2017 - 01/07/2017)","102","7.77","2.44"
"PAULO DANTAS SESION JUNIOR","ECT2207 - PROBABILIDADE E ESTATÍSTICA","3","46T56 (13/02/2017 - 01/07/2017)","47","8.42","2.12"
"PAULO HENRIQUE SOUSA DE OLIVEIRA","ECT2301 - CÁLCULO III","5","46N34 (13/02/2017 - 01/07/2017)","84","9.57","1.51"
"PEDRO DA CUNHA FERREIRA","ECT2307 - FÍSICA EXPERIMENTAL I","05A","5T123 (13/02/2017 - 18/03/2017), 5T123 (01/05/2017 - 01/07/2017)","31","9.52","1.27"
"PEDRO DA CUNHA FERREIRA","ECT2307 - FÍSICA EXPERIMENTAL I","06A","5T456 (13/02/2017 - 18/03/2017), 5T456 (01/05/2017 - 01/07/2017)","29","9.75","1.18"
"PEDRO DA CUNHA FERREIRA","ECT2307 - FÍSICA EXPERIMENTAL I","09A","7M456 (13/02/2017 - 18/03/2017), 7M456 (01/05/2017 - 01/07/2017)","29","9.91","1.21"
"PEDRO DA CUNHA FERREIRA","ECT2403 - FÍSICA EXPERIMENTAL II","05A","5M123 (13/02/2017 - 18/03/2017), 5M123 (01/05/2017 - 01/07/2017)","11","9.73","1.37"
"PEDRO DA CUNHA FERREIRA","ECT2403 - FÍSICA EXPERIMENTAL II","07A","6M456 (13/02/2017 - 18/03/2017), 6M456 (01/05/2017 - 01/07/2017)","29","9.68","1.46"
"PEDRO DA CUNHA FERREIRA","ECT2403 - FÍSICA EXPERIMENTAL II","08A","7M123 (13/02/2017 - 18/03/2017), 7M123 (01/05/2017 - 01/07/2017)","14","9.66","1.76"
"PEDRO DA CUNHA FERREIRA","ECT2403 - FÍSICA EXPERIMENTAL II","10A","7T123 (13/02/2017 - 18/03/2017), 7T123 (01/05/2017 - 01/07/2017)","20","9.84","0.78"
"PRISCILA FERREIRA DE MACEDO","ECT2416 - EXPRESSÃO GRÁFICA","02A","35M12 (13/02/2017 - 21/05/2017), 46T34 (22/05/2017 - 01/07/2017)","28","9.48","1.47"
"PRISCILA FERREIRA DE MACEDO","ECT2416 - EXPRESSÃO GRÁFICA","02B","35M12 (13/02/2017 - 21/05/2017), 46T56 (22/05/2017 - 01/07/2017)","12","9.91","0.63"
"PRISCILA FERREIRA DE MACEDO","ECT2416 - EXPRESSÃO GRÁFICA","03A","35M56 (13/02/2017 - 21/05/2017), 35T12 (22/05/2017 - 01/07/2017)","40","9.75","1.03"
"PRISCILA FERREIRA DE MACEDO","ECT2416 - EXPRESSÃO GRÁFICA","03B","35M56 (13/02/2017 - 21/05/2017), 46T12 (22/05/2017 - 01/07/2017)","36","9.31","1.8"
"PRISCILA FERREIRA DE MACEDO","ECT2416 - EXPRESSÃO GRÁFICA","04A","6N1234 (13/02/2017 - 01/07/2017)","34","9.09","1.73"
"RAQUEL MENEZES BEZERRA SAMPAIO","ECT2207 - PROBABILIDADE E ESTATÍSTICA","1","46T12 (13/02/2017 - 01/07/2017)","99","9.45","1.77"
"RAQUEL MENEZES BEZERRA SAMPAIO","ECT2207 - PROBABILIDADE E ESTATÍSTICA","2","46T56 (13/02/2017 - 01/07/2017)","48","9.44","1.62"
"REX ANTONIO DA COSTA MEDEIROS","ECT2401 - COMPUTAÇÃO NUMÉRICA","01A","24T56 (13/02/2017 - 31/03/2017), 24T56 2N12 (01/04/2017 - 01/07/2017)","23","9.3","1.55"
"REX ANTONIO DA COSTA MEDEIROS","ECT2401 - COMPUTAÇÃO NUMÉRICA","01B","24T56 (13/02/2017 - 31/03/2017), 3M34 24T56 (01/04/2017 - 01/07/2017)","23","9.57","1.54"
"REX ANTONIO DA COSTA MEDEIROS","ECT2401 - COMPUTAÇÃO NUMÉRICA","01C","24T56 (13/02/2017 - 31/03/2017), 3M56 24T56 (01/04/2017 - 01/07/2017)","24","9.39","1.76"
